# RESIDUAL LEGACY POST CORPUS — PER-POST CLOSE-READ LEDGER (PARTIAL — WORK STOPPED BY ZURIEL)
#
# READ-ONLY. Denominator = 944. This file records ONLY posts actually close-read.
# Batch-1 close-read (24, findings in 60_FINDINGS.md): 1794 1074 250 1375 1348 1313 1420 977 298 123 133 44 8 1295 35 28 102 182 1322 197 86 68 1302 1301
# Batch-2 close-read recorded here: 209
# TOTAL CLOSE-READ = 233 / 944.  NOT COMPLETE.
#
# post_id	wp_id	date	text_len	score	depth	notes
284	26602	2022-02-24	22900	63	DENSE 1526/15795	סוד החשמל/צפונות בתורה, 2022 Ukraine. Physiognomy claim: Putin resembles Julius Caesar. Historical sourcing is unusually careful: תוספות ע"ז י: quoting ספר יוסיפון on the first Caesar (caesarean birth); קונטרס «כי היא חכמתכם ובינתכם» p.15 — Julius Caesar's calendar of 365d 6h compared to שיטת שמואל (שס"ה יום ו-6 שעות); ספר «דברי ימי ישראל» p.103 — Caesar ruled Syria (אותיות רוסיה) and in his days Jews began to expect Mashiach. Wordplay סוריה=רוסיה (anagram) as the linking device.
288	26453	2022-02-01	3363	18	DENSE 285/3388	האדמו"ר מהאלמין audio lectures hosted on zohar-war.com (an EXTERNAL domain still referenced). Pe'ah nochrit/avoda zara polemic. Devotional; no gematria.
290	26422	2022-01-26	22940	37	DENSE 456/14350	סוד החשמל. PROCEDURE: תשפ"ב encoded in «האות שלישית ושניה» of «ואשא אתכם על כנפי נשרים ואבא אתכם» — an nth-letter selection procedure (neither ELS nor r"t/s"t). Source: זהר ח"ב פ: linking «דרך הנשר בשמים» to «על כנפי נשרים» = redemption through mercy. Audio mp3 attached.
296	26336	2022-01-09	30404	18	DENSE 286/27191	«8 חרמות להצלת עם ישראל» — bans/excommunications collection; בעל ה'הפלאה' רבי פנחס הלוי. Audio .wav units. Devotional/halachic.
905	23952	2021-03-25	26578	24	DENSE 356/16429	סוד החשמל. «ובניסן עתדין להגאל» בגימטריא תשפ"א — the Talmudic phrase (ר"ה יא.) valued to the year. NAMED: הרה"ג ר' ח. ש. שליט"א. Source: מלאכי ג,א.
913	23796	2021-03-07	2379	32	FULL 424/2376	כללי, tag ציון סיבוני. NAMED: הרב בנימין מילצקי שליט"א ובשם חתנו הרב יהודה לייב הכהן. Targum-Onkelos wordplay: «ונחלו לעולם»→«ויחסנון לעלם» read as חיסון (vaccine); «ונחלתנו»→«ותחסננא». A TRANSLATION-LAYER procedure (Aramaic targum as the cipher medium) — distinct from gematria. Verse-offset used as a week-count («ולאחר שבעה פסוקים = לאחר שבוע»).
936	23383	2021-01-21	12827	34	DENSE 455/12772	author=מזכה הרבים, tag שעון הגאולה. «מסר מאת מנחם» + «מאת עמיחי». שעון החול=367(מסתתר)=קורונה(מסתתר)=«מגיפה לפני הגאולה»; «שעון החול לגאולה»=450(מסתתר)=גאולה; «שעון חול לגאולה מסתיים - התשפא»=2021(מסתתר) — a HOURGLASS-CLOCK motif distinct from the Gra Clock Law.
941	23273	2021-01-10	6818	23	DENSE 355/5673	כללי. Ezekiel's end-of-days prophecy (יום ענן, עת גוים, חלחלה בכוש) mapped to current events; דאעש. Prophecy-to-event mapping, minimal gematria.
944	23227	2020-12-30	23160	12	DENSE 276/23082	author=מזכה הרבים, tag הרב יואב אלון. Anti-COVID-vaccine polemic citing הגר"ח גריינימן, הגראי"ל, הגר"ח קנייבסקי. Medical-claim content — NOT verified here, recorded as source claim only.
947	23163	2020-12-28	5233	27	DENSE 355/5050	כללי. פרשת ויגש ch.45 = גאולה=45, מ"ה=45; Joseph's self-revelation as the model of Mashiach's revelation; עיבור נשמה framing. Chapter-number-as-gematria procedure.
951	23102	2020-12-24	25815	41	DENSE 506/16379	סוד 1820/עשרה בטבת. SOURCE: ספר «תרבות המאיה והיהדות» מהרב גלזרסון ופרופ' הארליק — the Mayan calendar ending 21/12/12 = עשרה בטבת ה'תשע"ג. Cross-cultural/astronomical claim with a named academic co-author; Jupiter-Saturn conjunction 2020. CROSS-DOMAIN family (astronomy x calendar x gematria).
960	22911	2020-12-10	3443	33	FULL 455/3304	כללי. Political post (מיקי זוהר on judicial reform) tied to «ואשיבה שופטיך כבראשונה»; «בקץ» = «קן ציפור» (Mashiach's palace per the Zohar) — a letter-respacing procedure (word-boundary shift), distinct from anagram.
964	22797	2020-12-02	2853	24	FULL 355/2828	«עדכונים מאת: נתנאל בלמס» (new named contributor). «הצילני נא»=246 עם המילים=248=רמ"ח; «מיד אחי»=73 tied to the end of the 72 years. Explicit «עם המילים» operator.
976	22531	2020-10-30	30224	120	DENSE (batch)	סוד החשמל. Core procedure: «הפסוקים ה-358 כמנין משיח מתחילת כל חומש» — take verse #358 from the start of each of the five books; a POSITIONAL/ORDINAL corpus procedure (same family as post 53 verse-#5785 claim already held by object wordpress/posts:976). Points to תשפ"א. Uses multiple כוללים («שתי הכוללים» family). Corpus-identity-dependent: the verse numbering depends on the edition — flagged under the §17 corpus-identity blocker.
982	22387	2020-10-24	2834	58	FULL 1174/2806	התחזקות, tags אילומינטי / «222 = דיבור». author=מזכה הרבים. Claims: דיויד פרידמן=424=דונלד טראמפ=משיח בן דוד, with an explicit note that his OFFICIAL name is «דוד מלך פרידמן» but the spelling used everywhere yields 424 — a SOURCE-AWARE ORTHOGRAPHIC ARGUMENT (the source knows the variant matters). אילומינטי: רגיל=156=יוסף; מילוי בלבד=2626=2x26=שער נון; מילוי=852; גדול=852 AND אתבש=852 — the source flags the gadol/atbash coincidence as the finding. NUMBER-FAMILY DOCTRINE: 111=פלא → 222=דיבור=רכב=קול א-להים → 333=שכחה, cyclical; אלהים=הטבע.
989	22200	2020-10-01	29859	53	DENSE 726/18637	סוד החשמל, tags גימטריה/תוכנת גימטריות. METHOD-DOCTRINE: the רדב"ז calls gematria-darshanim «מגמטרים», read as foreshadowing the MAGNETOMETER that reveals hidden things — a source-native etymological argument for the legitimacy of gematria. Quotes הגאון ר' משה שפירא zt"l (via ספר 'שבטי נחלתך') and רמב"ן's «ועל דרך האמת» formula. Belongs with 977/1420/1387 in the method-doctrine ledger.
993	22009	2020-09-11	464	24	FULL 353/450	רמזים מצדיקים. Corona-number cluster: רגיל=596=ירושלים; משולש=3333 «קוד גאולה גדול»; בנימין נתניהו=1333 משולש; מילוי=1520; מסתתר=1290 (Daniel); «המילוי הגדול»=424. A single word run through six methods, each hit named.
996	21879	2020-09-02	27956	34	DENSE 456/17942	סוד החשמל. 72 years of חבלי משיח ending by תשפ"א. Source: שער הגלגולים להאריז"ל (כג) on burial after the 5th hour of erev Shabbat and «יום הששי» with the extra ה'. Time-of-day halachic detail used as eschatological structure.
1004	21703	2020-08-11	7697	21	DENSE 355/5184	«מאת סוד החשמל». גשמי אותיות משיג — letter-anagram doctrine that the material is the means of apprehension. Repeats the ר' משה שפירא / 'שבטי נחלתך' quotation from post 989 (copy-lineage pair 989↔1004).
1007	21611	2020-08-05	4652	32	DENSE 424/4275	author=יניב לוי, tags ליאור שטרית. Beirut port explosion, ט"ו באב 2020. Contributors: «מאת ל.ש» (=ליאור שטרית), «מאת יניב לוי», «מאת אנונימי», «מאת מגיב בפיסבוק» (a Facebook commenter as a source unit). Richter 4.5 = גאולה; 5.8 → חן=58; ר"ת «באדי"ר» read מן הסוף להתחלה (reverse acronym).
1012	21510	2020-07-28	36311	11	DENSE 276/35787	האדמו"ר מהאלמין «פסק דין מהשמים» series. Copy-lineage partner of post 209 (confirmed group member). Devotional/polemic.
1015	21449	2020-07-23	39864	68	DENSE (batch)	סוד החשמל / תיעוד אירועים, COVID era. «והריחו ביראת ה'» tied to loss of smell in Corona. Uses the multi-kollel operator family («שתי הכוללים»). Event-anchored interpretation of a medical symptom as a redemption sign; claim/interpretation separation is explicit in the source.
1023	21033	2020-06-29	7677	10	DENSE 275/7668	חכמת החיבור. «תרנגול»=424(מסתתר)=משיח בן דוד; ביצים=152=צמח דוד. Sources: הרב יהודה אשלג / הרב"ש 'שמעתי' תש"א — the Ashlag school's language of השתוות הצורה. Copy-lineage partner of 1049.
1035	20778	2020-06-04	21574	36	DENSE 456/13825	סוד החשמל, COVID. Source: מדרש 'בתי מדרשות' פרק ו אות ב — two plagues at the time of Mashiach's coming, the first on Rome. Midrash-to-event mapping.
1049	20569	2020-05-03	9670	30	DENSE 425/9636	לאטאיסט, tags dna/עמיחי רז/ליאור שטרית. Multi-contributor: «מאת ליאור שטרית», «מאת סוד החשמל», «מאת עמיחי». קורונה=367=אולטרסאונד, bat-echolocation → hearing the Creator's voice; ליאור שטרית links it to «סוד ההריון» (the 271 family). Cross-domain (bio/acoustics x gematria).
1050	20559	2020-05-01	21495	17	DENSE 286/13316	סוד החשמל. פסיקתא רבתי לד «חכיתם לתורתי ולא חכיתם למלכותי» as the charge against those who neglect פנימיות התורה. Method-doctrine adjacent.
1058	20218	2020-03-26	5152	29	DENSE 424/5134	author=מזכה הרבים, tags אוטיסטים/מסרים חזקים/קורונה. Channelled-message genre + gematria: קורונה='כתר' לועזית, מילוי(קורונה)=861=ראש השנה=בית המקדש; 14 days quarantine = דוד; בידוד רגיל=26=הויה. Same claim-set the post-1079 rewrite kept.
1067	19827	2020-03-14	3950	14	DENSE 275/3942	Corona + ספר 'אבקת רוכל' midrash of 10 pre-redemption signs («אין מלך ולא נשיא», «נסגרים שערי פרנסה»). Midrash-to-event mapping.
1079	19498	2020-02-14	2751	48	FULL 505/2656	⭐ THE REWRITE CASE, current version. author='המערכת'. The new text states the editorial policy explicitly: «כבכל פוסט באתר, נביא קודם את העובדות והנתונים המדויקים, ולאחר מכן את הפרשנות והחיבור הרוחני שביניהם» + «🔢 גימטריה — עובדה מאומתת במנוע» boxes. Surviving claims: ים המלח ~424m below sea level ↔ משיח בן דוד=424; שביל 4.5 ק"מ ↔ גאולה=45; קורונה='כתר'; בידוד ↔ 'בי דוד' / 14=ימי הבידוד=דוד. The 79 claim-strings dropped in this rewrite are preserved in artifact 31 — the loss is editorial, dated, and one-of-a-kind in the corpus.
1080	19478	2020-02-10	2308	17	FULL 285/2184	«מאת צ.ס» + «מאת: כותבים לסוד החשמל» (reader-submission channel). «על סין מעוז מצרים»=713=תשובה; «סין מעוז מצרים»=613. COVID name-etymology: COVID = COrona VIrus Disease 2019 given as an English-acronym notarikon.
1081	19452	2020-02-05	20513	19	DENSE 286/12805	⭐ EARLIEST-DATED SOURCE CLAIM in the corpus: ספר 'מאור האפלה' by רבנו נתנאל בן ישעיה, Yemenite sage, early 6th millennium (~700 years ago), p.383 — cited from אוצר החכמה — read as naming ה'תש"פ as the year of the End. A pre-modern printed source with a page reference and a digital-library locator.
1086	19325	2020-01-23	1168	17	FULL 284/1150	«מאת צ. סיבוני». רמח"ל on man's completion in תש"פ; אדם=45=גאולה; תשפ/שפת → שפה=385=שכינה (letter-permutation of the year-name into a word). YEAR-NAME ANAGRAM procedure.
1088	19286	2020-01-16	6709	10	FULL 275/5270	NAMED: הרה"ג ר' ל. שטרית שליט"א (=ליאור שטרית, also a tag elsewhere) — rains after drought once expectation of redemption grew, תש"פ. Weather-as-response.
1098	18874	2019-11-21	64792	25	DENSE 356/64581	מסרים/רמזים מצדיקים, 65K ch. Channelled-message archive «מסרי גאולה דרך ב.ד» with dated update blocks 2019-2021; messages relayed via הרב אלדד שמואלי. Genre: revelation-claim, first-person female voice. Gematria minimal (כתר השמש = קורונה).
1109	17227	2019-06-06	28916	49	DENSE 726/18013	סוד החשמל 2019, Beresheet lunar lander crash. tags «מ = 40 ת = 400», עיבור, ערב רב. Opens from רש"י בראשית א,א (R. Yitzchak: why the Torah begins with Bereshit) — the spacecraft's NAME is the hook. Event-name-as-cipher pattern.
1117	16905	2019-05-09	73058	66	DENSE 1526/45254	גימטריות/סוד החשמל. Theme: birth of Mashiach from the serpent biting the hind's womb; נחשון and the omer days. NAMED: הרה"ג ר' א. י. שליט"א — מ"ח קנינים (אבות ו) mapped to the 48 omer days, the 49th = מלכות/נקבה completing them. Sources: משנה אבות ו, רות ב,א (בעז גבור חיל / רות אשת חיל).
1123	16771	2019-04-22	2709	25	FULL 355/2607	«קולות שופר בעולם» series post #4 (siblings 1198 #3, 1399). Dated testimony log 2019-2023 with video evidence. Phenomenon-collection genre; testimony provenance, not calculation.
1124	16764	2019-04-21	8074	42	DENSE 505/6795	Beresheet crash + 35/35 election tie, end of the 70 years. Source: לק"ת עקב יז. and זהר שמות כא: on משה/מים/אש. Event-numerology (35+35) as sign.
1128	16636	2019-04-07	23467	35	DENSE 456/23296	אואזיס צ'. «סולם 33 תפיסות המציאות» — a 33-rung consciousness ladder. Genre: number-synchronicity testimony («האם מספרים רודפים אחריכם?»). Source states openly «מקורות תורניים לא שייך למצוא» — an explicit admission of NON-traditional sourcing, valuable for truth-typing. Also «שעון אותיות 'נושע'» (recurs in post 133).
1130	16547	2019-03-31	97277	54	DENSE 1176/96490	אואזיס, author=מזכה הרבים, «שיעורי הגות ותודעת גאולה מאת: אואזיס צ'». GENRE: consciousness/awareness lectures (hologram, matrix, אנטרופיה תודעתית, כח ההיסב) with dated update blocks 2019-2021 and many mp3 audio units in supabase storage. Q&A/testimony format. No gematria. CONTRIBUTOR IDENTITY: «אואזיס צ'» — a distinct teaching voice, category אואזיס (7 residual posts).
1132	16485	2019-03-14	83903	68	DENSE 1526/53329	סוד החשמל, פורים תשע"ט. NAMED: הרה"ג ר' אליעזר שלמה זוננשיין שליט"א (הסר"ת=הסת"ר anagram on the ring-removal), הרה"ג ר' א. י. שליט"א. CORPUS-COUNT procedure: «48 פעמים נביא = 3024» + «7 פעמים נביאה = 476» = 3500, plus the verse value of «ויסר המלך את טבעתו…» with «גדולה מ'» and the 9 words → 5779. Note 476 = בעתה(477) minus 1, and the source EXPLAINS the off-by-one theologically rather than hiding it — a source-native handling of ±1. טבעת=טבע/אלהים; טבעת אותיות טבת ע'.
1154	11950	2017-09-13	58731	108	DENSE 4026/41076	מאת הרב שינברגר. Event-anchored: Bagatz ruling on yeshiva conscription + Hurricane Irma, 2017. Claims: «שגזרותיו קשות כהמן» בגימטריא «בג"ץ» (=95); גיוס = יסוד via letter-level kollel («אם נוסיף לאות ג' של גיוס את הכולל נקבל אותיות יסוד») — a LETTER-level, not phrase-level, kollel application. Verbatim quotation of the actual Bagatz ruling text (paragraph 107, petitions 1877/14, 1937/14, 8017/15, 2260/14) — primary-source quotation inside a research post. NAMED CONTRIBUTOR: הרה"ג ר' אברהם מרדכי ספרין שליט"א (ר"ת צה"ל in במדבר כה). Sources: הושע ג,ד; מלאכי ג,א; ספר אילנא דחיי; מדרש אבכיר.
1157	11920	2017-08-31	22861	62	DENSE 1526/15401	ארה"ב/סוד החשמל, North Korea 2017. TRANSMISSION CHAIN, carefully cited: הגרי"מ חרל"פ zt"l — גוג ומגוג in three stages, each followed by a flash of Mashiach's light (WWI→Balfour; WWII→state); and independently ספר «לב אליהו» ח"א from הגר"א לאפיאן in the name of הגר"א וסרמן הי"ד who heard it from the חפץ חיים — the same 3-war schedule as post 1333 but via a DIFFERENT transmission chain. COPY-LINEAGE NOTE: 1333 and 1157 carry the same חפץ חיים claim through two independent citation paths (יוסף בן פורת/יתד נאמן vs לאפיאן/וסרמן/לב אליהו) — this is SAME CLAIM / distinct attested chains, the one case in this corpus that is closer to independent transmission than to copy.
1159	11862	2017-08-23	3814	66	DENSE 1525/3775	2017 US total solar eclipse. Contributors: «מאת: סוד החשמל», «מאת: א אגאסי» (=אברהם אגשי), «מאת י.ו». ELS/matrix claims with named skips: דילוג «חמ"ה לוק"ה» extending to «חוש"ך חמ"ה לוק"ה», parallel דילוג «ש"ל ארה"ב», crossing פרשת «ראה אנכי» and a long דילוג «עור"ו י"ל ימו"ת חוש"ך»; the source explicitly reasons from MATRIX CO-LOCATION («במקביל», «חותכים»), which per els_term_proximity is proximity-evidence, NOT contiguous ELS — correctly kept distinct. Also: ליקוי באורגון=424; ריידר=424; תאריך 21.8 = ירח=218; התשע"ח+783 → 218 במיקום האות, רגיל 2180, +מילוי → 5776 (a multi-step software-assisted procedure, explicitly «נרשום … בתוכנה» — i.e. computed in the מחשבון תורת הרמז of post 1387). Historical anchor: 8/6/1918 eclipse → US entry to WWI.
1163	11780	2017-08-12	1451	16	FULL 284/1153	⭐ CROSS-DOMAIN: הרה"ג ר' יעקב מטר שליט"א — the GENETIC CODE's 64 codons of 4 letters (U C A G) combined to 10x1776. Biology as a cipher domain; sibling of the π post 228 and the light-speed claim in 1545.
1165	11686	2017-08-03	653	28	FULL 424/644	וידאו/צפונות בתורה. «שופר» hidden inside «שופרסל» (the supermarket where a stabbing occurred) — a WORD-INSIDE-WORD (embedded substring) procedure; יבנה=67; a 4.5-second pause = גאולה=45. Credits «סרטי סוד תורה» (a distinct ELS video producer).
1167	11626	2017-07-26	35292	38	DENSE 456/22402	בית המקדש השלישי/עלוני גאולה. ELS table: «א"ל אקצ"ה ה"ר הבי"ת א"ב» all at skip 77 = חודש אב שנת תשע"ז, inside the אלופי עשו verses; בשמת בת ישמעאל read as the עשו-ישמעאל marriage-alliance danger («כלה שעיר וחותנו» from Selichot).
1169	11588	2017-07-22	3482	19	FULL 285/2911	Halamish attack 2017. «יוסף סלומון»=358(+אותיות)=משיח, victim aged 70; «מאת עמיחי»: the 14 minutes of terror = דוד=14. tags עמיחי רז. Victim-name and elapsed-time as the cipher.
1171	11545	2017-07-06	1857	44	FULL 504/1820	«הרמזים מאת: עמיחי». Maccabiah opening 6.7, closing 17.7 → 67 and 717=צמח דוד(משולש); ₪26M budget = הויה; ₪5.5M marketing → 550 = «אליהו הנביא ומשיח בן דוד»; «המכבייה העשרים בימינו» = 835 רגיל / 853 מסתתר — the source flags the digit-permutation between the two method results as itself notable.
1173	11488	2017-06-28	84580	121	DENSE 1926/54636	סוד החשמל, תשע"ז. NAMED: הרה"ג ר' יעקב מטר שליט"א; האדמו"ר ר' יואל מסטמאר (ספר 'על הגאולה ועל התמורה'); הרמ"ז שליט"א. CORPUS-STATISTIC procedure: first ז in the Torah (בראשית א,יא) with 3x ז → 777; 25 letters before it and 43 after, digit-summed to 7 each — a DIGIT-SUM-OF-POSITION procedure (numeric law, not gematria). זרע=277=תשע"ז. Sources: רות רבה ז,יב; רבי יוחנן בן תורתא/שור wordplay. Corpus-identity-dependent.
1185	11002	2017-05-15	4351	91	FULL-DENSE 1924/4295	Sequel to 1186. tag עמיחי רז → contributor «תוספת מאת עמיחי». Claims: התאגיד+כולל=424=משיח בן דוד; דיויד פרידמן=424; דונלד טראמפ=424; גאולה=45 anchored to 45 broadcast-minutes AND 450 employees (45x10) AND ל"ג בעומר counting 4 weeks+5 days; הגאולה=50. RETROSPECTIVE UPDATE (2022): «כל רמזי 45 התחילו בל"ג בעומר לפני 5 שנים … אחרי 4 שנים קיבלנו את אסון מירון עם 45 הרוגים» — a 2017 prediction-frame later re-read against the 2021 Meron disaster. THIS IS THE HISTORICAL-PREDICTION vs LATER-EDITORIAL-UPDATE pattern in its clearest form and must be preserved as two separate loci. NEW METHOD LABELS: «הכפלה רגיל וגדול» (חמש מקורי=143400 / 717000), «מילוי דמילוי רגיל» (מלאכי חזקיה בימינו=5776). Also חזקיה בימינו=248=בצלם אלו-הים=אברהם.
1186	10937	2017-05-11	5930	101	DENSE 3025/5819	Event: closure of רשות השידור / opening of התאגיד «כאן», 2017. Contributors by initials: «הרמזים מאת: ע' ו: י"ו ו: א'» + tag נרקיס שוורץ. Claims: התאגיד=424=משיח בן דוד; חדשות=718=עני ורוכב על חמור; גאולה=45 (anchored to the literal «45 דקות» given before shutdown, and to anchor גאולה אבן); אורי אחיאלי=277=גימטריה=עזר; גילוי אליהו=111=פלא; סין=120=אליהו הנביא; חי=18; מסתתר(אבן)=49; letter-play אבן = «בא נ'» (49→50, שער הנ'). Time-stamp used as evidence: «פורסם בשעה 1:11 = פלא». Tags carry method labels «מ = 40 ת = 400», «45 = גאולה», «שער החמישים 5/50» — the tag field itself is a claim index.
1189	10874	2017-05-04	2504	35	FULL 455/2489	Pence at the White House, Israel's 69th. «מייקל ריצארד פנס»=3960=דויד בן ישי — a TRANSLITERATED full name valued; «דיוויד פרידמן» (double-vav, the 424-yielding spelling) = 424 = דונלד טראמפ. Source notes both names contain דוד.
1192	10845	2017-04-30	3598	10	FULL 275/2438	סוד 1820, «מאת: אורן עברון», citing findings of הרב יצחק גינזבורג on Israel and the Magen David: a mathematical relation yielding 1948 twice and מסתתר 1820. Geometry x gematria; named contemporary authority.
1198	10732	2017-03-29	6372	30	DENSE 425/6028	אסונות/תופעות טבע #3, tags «קולות שופר בעולם»/Strange sound. 222=דיבור=קול א-להים applied to a rock band named Seven during a tsunami. Global 'shofar sounds' phenomenon series (posts 1123, 1399 are siblings).
1205	9710	2016-09-20	3971	37	DENSE 455/3734	Death of Shimon Peres, כ"ה אלול. TIME-AS-NUMBER: «שעת הקבורה 12:02 — התגלות משיח = 1202 = בראשית ברא אלה-ים». Clock→value transform (same family as the 12:37 Clock Law). Prophetic framing from ישעיה in הפטרת ניצבים.
1206	9708	2016-09-20	350	10	FULL 273/343	Eli Cohen execution footage released. «אלי כהן»=116=ינון=עמו=עליו. Person-name valuation; brief.
1211	9658	2016-09-13	5530	68	DENSE 1525/5537	גימטריות, תשע"ז. Community provenance: «בעזרת הצדיק רבי נסים פרץ זצ"ל שטיפח אותנו קבוצה של חברה מיוחדים פה מהרצליה» — a named local research circle (Herzliya). References הרב יובל עובדיה שליט"א and דניאל עשור שליט"א. Method note by the source: 5777 → 7+7+7+5=26=שם הויה «בלי תוספות כגון עם הכולל» — an EXPLICIT declaration that no kollel was used (method-transparency by the source). Claims: התשעז=782 = «אלוהי אברהם אלוהי יצחק ואלוהי יעקב» = «חביב אדם שנברא בצלם» = בתשעה באב = עקדת יצחק = עולים לירושלים = הרקיע השביעי = «כוכב שביט הגדול יפל על העלם» (Nibiru) etc. — the source itself pairs catastrophe-readings and redemption-readings at the SAME value and says «זה כנגד זה עשה השם», i.e. it does not treat a value as determining meaning. ממעמקים=340=הרצליה=מיצר.
1213	9647	2016-09-07	5341	15	DENSE 285/3767	סוד החשמל. «ובא לציון גואל» ר"ת = «גול» (football). Source: ספר 'אהבת יהונתן' (בלק) via מזרחי on dice-games («כשזה נופל וזה קם»). Sport-as-sign with a real rabbinic source behind the metaphor.
1214	9639	2016-09-05	2863	22	FULL 355/2826	Tel Aviv parking-structure collapse on רחוב הברזל / הנחושת. 239=ברזל tied to US independence years; street names as the cipher. Same 239 family as post 1351.
1225	9460	2016-06-13	2541	17	FULL 285/2239	Orlando + Tel Aviv attacks, 2016. 50th day of the omer, 50 killed/50 wounded; attacker עמאר → עומר; surname מטין = מט(49)+ן(50); עמר=310=קרי. The source then CORRECTS itself on the death toll (49 excluding the attacker) and uses the correction as the point — visible self-correction in-source.
1229	9377	2016-05-20	2019	55	FULL 1174/2027	מאת: צ.ס, 2016. ARITHMETIC ON EVENT DATA: 24,000 (R. Akiva's students) − 23,447 (Israel's fallen since 1948) = 553; and 552 = משיח במסתתר. The source then makes an EXPLICIT ETHICAL MOVE: it refuses to want the missing 1 completed by another חלל (=68) and asks for it via חיים (=68) or via «הכולל» — i.e. it reasons morally about which operator should close the gap. This is a rare and important instance of the kollel being treated as a theological choice rather than arithmetic convenience.
1239	9257	2016-04-17	1385	13	FULL 274/1367	Earthquake wave 2016. Magnitude 3.3 = גל=33; Ecuador 77 dead/600 injured → 77600, 588. Magnitude-and-casualty numerology.
1240	9219	2016-04-13	465	28	FULL 322/463	«סנפיר וטיראן»=676=משולש; צמח במשולש=676; שער נון=676; הויה x הויה = 26x26 = 676 — a MULTIPLICATION-OF-A-NAME procedure; ריבוע→358=משיח; מילוי of משולש = 2756. Islands returned to Egypt 1967 → 67 motif.
1246	9103	2016-04-03	12125	11	DENSE 275/11776	תקשור with דניאל, ירושלים, פורים תשע"ו — channelled-message genre (cf. 1311 with בנימין גולדן). «מסר על הכוכב». Revelation-claim layer.
1248	9070	2016-03-28	2118	59	FULL 928/1816	גימטריות. Contributors named up front: «הממצאים מאת א. אגסי, וסוד החשמל, וי"ו». NEW COMPOSITE LABELS: «(+מילים)», «(גדול)», «(כולל)», «(גדול ומילים)». Claims: two full verses both = 3258 (Sinai נעשה ונשמע vs Balaam) — a VERSE-LEVEL equality; נון שערי בינה=753(+מילים); נון=756(גדול)=אספסף ערב רב(כולל); 851=הסוף להסתרה=בעתה אחישנה=נתניהו טראמפ; 747=אספקלריה המאירה=משה בן עמרם; 3016=a full verse=משיח בן יוסף משיח בן דוד(גדול ומילים); 441=והיא שעמדה=אמת; 873=378=«אין עוד מלבדו»(ן=700)=«לדוד אליך יהוה נפשי אשא»=«אור השמיני מאיר»; 207=רז=אור=אין סוף=גדר; 2701=37x73; 990=משיח בן דוד משיח בן יוסף.
1251	7429	2015-11-16	7403	41	DENSE 505/5810	tags הצופן התנכי. NAMED: הרה"ג ר' אליהו נחמני שליט"א — דאע"ש = the ancient כשדים, from רש"י on יחזקאל א,ד «רוח סערה באה מן הצפון». Two 'צפני פלא' + a 'צופן פירמידה'.
1252	7419	2015-11-16	12623	33	DENSE 455/12591	«מאת טומי: – דרך: א.ב.ה» — contributor PLUS named intermediary/transmitter, a two-step attribution. NOTARIKON: «אדם» = ד'עש מ'דינה א'יסלאמית (reordered); «גוג» = ג'אים ו'גאות; ארה"ב as ר"ת. מצעד הגאוה=224=פיגועי חבלה. Source: הרב חיים ויטל on תהלים קכ.
1255	7358	2015-11-12	22536	127	DENSE 5200/22536 + FULL structural parse	MAJOR: second numbered SOURCE REGISTER of סוד החשמל — the מסרים index. 329 entries parsed, 328 distinct, range 0-360, 33 numbering gaps. 263 carry a stated named source; 17 explicitly anonymous (צדיק נסתר / אחד הצדיקים / אחד האדמורים). Saved verbatim to audits/.../11_sod_hachashmal_mesarim_index.tsv. Named recurring sources: הגר"ח קניבסקי (12), הג"ר דב קוק (5), הרב אריה פינקל, הרב פתליון, אדמו"ר מצאנז, הרב דן סגל, הרב משה שטרנבוך, רבי דוד אבוחצירא, הגראי"ל שטיינמן, הרב כדורי, הרבי מלובביץ', הרב שינברגר, הרב יאשיהו פינטו, רבי לוי סעדיה נחמני, הג"ר יצחק אזרחי, הרב בידרמן, רבי יוסף וולטך, הג"ר יצחק אזרחי, הרב אלדד שמואלי, הרב מאיר שמואלי, הרב סטבסקי, הרב משה אהרון בן בתיה. ATTRIBUTIONS ARE SOURCE CLAIMS AS PUBLISHED — not verified biography. Audio media (.wav) hosted in supabase storage. Cross-ref: «שיעור 601 רמזים» links this register to the 1200-lesson index (post 1794).
1276	6745	2015-09-30	5843	26	DENSE 355/4601	ארה"ב, tag אורן עברון. ELS: רוסיה and סוריה meeting inside the י"ג מידות at the letter samech, described as symmetric. «יג מידות הרחמים»=776=צירוף מקרים=ביאת המשיח. Source: ספר 'דרך צדיקים'.
1277	6684	2015-09-25	2553	45	FULL 505/2531	tags עמיחי רז, ציון סיבוני. Death of broadcaster מוטי קירשנבאום at exactly 76 = בן דויד; «האות יוד של דוד»=776=תשע"ו (the David/Yod chain, already an existing research object at posts:23); צמח דוד במשולש; 717 surfacing in Saudi disaster coverage. Explicit epistemics: «זה לא רלוונטי שאחרי זה המספר עולה — אנו מתעסקים במה ה' תזמן שיפורסם» — the source states its own selection rule for which number counts.
1283	6556	2015-09-16	2798	21	FULL 354/2797	El Niño forecast, Dec 2015. Weather-forecast-as-sign; minimal gematria. Contextual.
