source_table,source_id,source_title,source_author_contributor,original_excerpt,language_script,hebrew_term,foreign_term,relationship_type,claimed_method,claimed_value,computed_or_claimed,existing_language_bridge,existing_alias,existing_graph_support,provenance,confidence,ambiguity,notes
posts,5018,שבילי שפה — חיבור בין שפות | מפתח לגן · מבוא | רמזים חזקים ביותר — §S-T-R phonetic cluster,מערכת כי לה' המלוכה (byline) / חומר שמקורו בצוריאל + שמעון חיימוב (ה-STR cluster משויך במפורש 'בקו של שמעון חיימוב'),"מעניין לראות את רצף הצלילים: שורש-צליל אחד — ס·ט·ר (S·T·R) — חוזר בשפה אחר שפה, ומצייר את אותו רעיון: צד · מיתר · מוזר · מדינה. (רמז-צליל חוצה-שפות, בקו של שמעון חיימוב.)",Russian/Cyrillic (transliterated),ס־ט־ר (root),סְטְרוּנָה — string/מיתר (Russian: струна),phonetic_relation,"cross-language sound-root pattern (S-T-R), no numeric method at all",,"explicitly NOT a gematria/numeric claim — pure phonetic/root observation across languages, no value to reproduce","no matching language_bridge row (language_bridge mechanism currently only holds numeric shared_value/translation/transliteration bridges, not phonetic-only clusters)",no,none found — this cluster has no graph representation at all,attributed explicitly in-post to שמעון חיימוב's line of research ('בקו של שמעון חיימוב'),"interpretive/pattern-level — explicitly presented as a curiosity ('מעניין לראות'), not a proof","medium-high — phonetic similarity across unrelated language families is inherently more subjective than a numeric coincidence; still, the pattern is consistent (S-T-R root recurring with related side/string/strange/country senses) and worth tracking, not worth mechanizing yet","Multilingual_pattern candidate; this whole cluster is currently NOT represented in ANY structured layer (not word_aliases, not language_bridge, not research_contributions) — pure post-content only."
posts,5018,שבילי שפה — חיבור בין שפות | מפתח לגן · מבוא | רמזים חזקים ביותר — §S-T-R phonetic cluster,מערכת כי לה' המלוכה (byline) / חומר שמקורו בצוריאל + שמעון חיימוב (ה-STR cluster משויך במפורש 'בקו של שמעון חיימוב'),"מעניין לראות את רצף הצלילים: שורש-צליל אחד — ס·ט·ר (S·T·R) — חוזר בשפה אחר שפה, ומצייר את אותו רעיון: צד · מיתר · מוזר · מדינה. (רמז-צליל חוצה-שפות, בקו של שמעון חיימוב.)",Yiddish (transliterated),ס־ט־ר (root),שְׁטְרוּנֶע — string/מיתר,phonetic_relation,"cross-language sound-root pattern (S-T-R), no numeric method at all",,"explicitly NOT a gematria/numeric claim — pure phonetic/root observation across languages, no value to reproduce","no matching language_bridge row (language_bridge mechanism currently only holds numeric shared_value/translation/transliteration bridges, not phonetic-only clusters)",no,none found — this cluster has no graph representation at all,attributed explicitly in-post to שמעון חיימוב's line of research ('בקו של שמעון חיימוב'),"interpretive/pattern-level — explicitly presented as a curiosity ('מעניין לראות'), not a proof","medium-high — phonetic similarity across unrelated language families is inherently more subjective than a numeric coincidence; still, the pattern is consistent (S-T-R root recurring with related side/string/strange/country senses) and worth tracking, not worth mechanizing yet","Multilingual_pattern candidate; this whole cluster is currently NOT represented in ANY structured layer (not word_aliases, not language_bridge, not research_contributions) — pure post-content only."
posts,5018,שבילי שפה — חיבור בין שפות | מפתח לגן · מבוא | רמזים חזקים ביותר — §S-T-R phonetic cluster,מערכת כי לה' המלוכה (byline) / חומר שמקורו בצוריאל + שמעון חיימוב (ה-STR cluster משויך במפורש 'בקו של שמעון חיימוב'),"מעניין לראות את רצף הצלילים: שורש-צליל אחד — ס·ט·ר (S·T·R) — חוזר בשפה אחר שפה, ומצייר את אותו רעיון: צד · מיתר · מוזר · מדינה. (רמז-צליל חוצה-שפות, בקו של שמעון חיימוב.)",Russian/Cyrillic (transliterated),ס־ט־ר (root),סְטְרָאני — strange/מוזר (Russian: странный),phonetic_relation,"cross-language sound-root pattern (S-T-R), no numeric method at all",,"explicitly NOT a gematria/numeric claim — pure phonetic/root observation across languages, no value to reproduce","no matching language_bridge row (language_bridge mechanism currently only holds numeric shared_value/translation/transliteration bridges, not phonetic-only clusters)",no,none found — this cluster has no graph representation at all,attributed explicitly in-post to שמעון חיימוב's line of research ('בקו של שמעון חיימוב'),"interpretive/pattern-level — explicitly presented as a curiosity ('מעניין לראות'), not a proof","medium-high — phonetic similarity across unrelated language families is inherently more subjective than a numeric coincidence; still, the pattern is consistent (S-T-R root recurring with related side/string/strange/country senses) and worth tracking, not worth mechanizing yet","Multilingual_pattern candidate; this whole cluster is currently NOT represented in ANY structured layer (not word_aliases, not language_bridge, not research_contributions) — pure post-content only."
posts,5018,שבילי שפה — חיבור בין שפות | מפתח לגן · מבוא | רמזים חזקים ביותר — §S-T-R phonetic cluster,מערכת כי לה' המלוכה (byline) / חומר שמקורו בצוריאל + שמעון חיימוב (ה-STR cluster משויך במפורש 'בקו של שמעון חיימוב'),"מעניין לראות את רצף הצלילים: שורש-צליל אחד — ס·ט·ר (S·T·R) — חוזר בשפה אחר שפה, ומצייר את אותו רעיון: צד · מיתר · מוזר · מדינה. (רמז-צליל חוצה-שפות, בקו של שמעון חיימוב.)",English (transliterated into Hebrew),ס־ט־ר (root),"סְטְריינג׳ — Strange (English word, Hebrew-transliterated spelling)",phonetic_relation,"cross-language sound-root pattern (S-T-R), no numeric method at all",,"explicitly NOT a gematria/numeric claim — pure phonetic/root observation across languages, no value to reproduce","no matching language_bridge row (language_bridge mechanism currently only holds numeric shared_value/translation/transliteration bridges, not phonetic-only clusters)",no,none found — this cluster has no graph representation at all,attributed explicitly in-post to שמעון חיימוב's line of research ('בקו של שמעון חיימוב'),"interpretive/pattern-level — explicitly presented as a curiosity ('מעניין לראות'), not a proof","medium-high — phonetic similarity across unrelated language families is inherently more subjective than a numeric coincidence; still, the pattern is consistent (S-T-R root recurring with related side/string/strange/country senses) and worth tracking, not worth mechanizing yet","Multilingual_pattern candidate; this whole cluster is currently NOT represented in ANY structured layer (not word_aliases, not language_bridge, not research_contributions) — pure post-content only."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §father+son=friends,שמעון חיימוב,"כשמחברים את אותיות father (פדר) ו־son (סן), מקבלים «פדרסן» — ובדיוק אותן אותיות מרכיבות את friends (פרנדס). שתיהן עולות 394.","Latin/English, transliterated into Hebrew letters then computed with the standard Hebrew ragil engine",פדרסן / פרנדס (Hebrew-letter transliterations),father+son / friends,numeric_transform_relation,"transliteration into Hebrew letters, then canonical Hebrew ragil on the transliterated spelling, then anagram comparison",394,"HAND-VERIFIED in this audit: פדרסן ragil = פ80+ד4+ר200+ס60+נ50 = 394; פרנדס (same letters, reordered) = same total = 394 — the arithmetic is fully reproducible via the canonical live ragil engine; the transliteration SPELLING CHOICE itself (father->פדר, friends->פרנדס) is a creative/interpretive step, not a standardized algorithm",no matching language_bridge row,no,none found for this specific pair,"post 5017, byline שמעון חיימוב, curated onto the site by the system","medium-high — the Hebrew-side math is 100% reproducible on the canonical engine; the weak link is the unstandardized transliteration spelling, not the calculation","medium — different from the post-5018 'English Ordinal' method entirely; this is a SECOND, DIFFERENT computational pattern for 'English gematria' found in the corpus (transliterate-then-Hebrew-ragil vs. direct English-Ordinal-on-Latin-letters) — worth flagging as two distinct claimed_method families that should not be conflated",Anagram (same Hebrew letter-set reordered) is itself just a Hebrew-internal fact once transliterated; the multilingual claim is really only in the transliteration step (English concept -> chosen Hebrew spelling).
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §treatment/pilot cluster,שמעון חיימוב,"ארבע מילים, ערך אחד. treatment (טיפול) ו־pilot (פילוט) הן אנאגרמה זו של זו, ואליהן מצטרפות «ממלכה» ו«סכנה». 135 = טיפול (treatment) = פילוט (pilot) = ממלכה = סכנה.","Latin/English transliterated into Hebrew, computed via canonical ragil",טיפול / פילוט / ממלכה / סכנה,treatment / pilot,numeric_transform_relation,transliteration + canonical Hebrew ragil + anagram,135,HAND-VERIFIED: טיפול=ט9+י10+פ80+ו6+ל30=135; פילוט=same letters=135 — reproducible,"YES — this exact value/pairing (135, טיפול/פילוט↔treatment/pilot) ALREADY EXISTS as two separate language_bridge nodes (id 472a9f62 and b10b8183), cross-confirming this post's claim from an independent structured source",no,"via the language_bridge sibling rows only, not directly from this post","post 5017, שמעון חיימוב",high — cross-confirmed by an independent structured record (language_bridge) with the same 135 value,"low on the number itself; medium on scope — 'ממלכה' and 'סכנה' are pure Hebrew words added to the 135 cluster with no foreign-language link at all, so only 2 of the 4 listed words are actually multilingual findings","Strong Gold Set candidate: independently corroborated across two different corpus mechanisms (post + language_bridge) with a hand-verified, reproducible number."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §conversation/שחיה,שמעון חיימוב,"conversation (שיחה) ו«שחיה» — אותן אותיות בדיוק, אותו ערך. 323 = שיחה (conversation) = שחיה.","Latin/English (translation, not transliteration, of the concept) + Hebrew-internal anagram",שיחה / שחיה,conversation,translation,"translation (שיחה=conversation is a real semantic translation, unlike the transliteration-based rows above) + Hebrew ragil + anagram",323,HAND-VERIFIED: שיחה=ש300+י10+ח8+ה5=323; שחיה=same letters=323,"YES — matches language_bridge id 2f108a0a (שיחה↔conversation, value 323) exactly, cross-confirming from an independent source",no,via language_bridge sibling only,"post 5017, שמעון חיימוב","high — cross-confirmed, reproducible",low,"Unlike the father/son and treatment/pilot rows, this one IS a genuine semantic translation (conversation really does mean שיחה) rather than a phonetic transliteration — correctly labeled translation, not transliteration."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §Brian=263,שמעון חיימוב,השם Brian (בריאן) הוא אנאגרמה של «נבריא». 263 = בריאן (Brian) = נבריא.,"Latin/English name transliterated into Hebrew, computed via canonical ragil",בריאן / נבריא,Brian,numeric_transform_relation,transliteration + canonical Hebrew ragil + anagram,263,HAND-VERIFIED: בריאן=ב2+ר200+י10+א1+נ50=263; נבריא=same letters=263,no matching language_bridge row,no,none found,"post 5017, שמעון חיימוב","medium-high — reproducible math, transliteration spelling is a judgment call",medium,"A personal name (proper noun) rather than a common word — worth flagging per method_lifecycle's general caution about proper-noun identity ambiguity, though here the claim is purely anagram/numeric, not an identity-merge claim."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §dream=254,שמעון חיימוב,"בבסיס המנוע חמישה צמדים שאיתם הכול התחיל — מילים של שאיפה והגשמה: dream (דרים) = 254, «happy dream» = 349, ולצידן imagine, realize ו־positive.","Latin/English transliterated into Hebrew, computed via canonical ragil",דרים,dream,transliteration,transliteration + canonical Hebrew ragil,254,"NOT independently hand-verified in this audit pass (time-bounded); internally consistent with the word_aliases 'dream' row (same underlying claim, no value stored there)",no matching language_bridge row,YES — corresponds to word_aliases 'dream' (shimon-vip),none direct,"post 5017, שמעון חיימוב","medium — unverified by this audit, but consistent across 2 independent corpus locations (post + word_aliases)",low,
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §happy dream=349,שמעון חיימוב,«happy dream» = 349,"Latin/English transliterated into Hebrew, computed via canonical ragil",הפי דרים,happy dream,transliteration,transliteration + canonical Hebrew ragil,349,NOT independently hand-verified in this audit pass; consistent with word_aliases 'happy dream' row,no matching language_bridge row,YES — corresponds to word_aliases 'happy dream' (shimon-vip),none direct,"post 5017, שמעון חיימוב",medium — unverified by this audit,low,
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §Messiah 3-language cluster,שמעון חיימוב,"אחד הכרטיסים היפים של שמעון מחבר מילים משלוש שפות — עברית, אנגלית ורוסית — אל משיח (358): «איך המילים בכל השפות קשורות למשיח».",Hebrew + Latin/English + Cyrillic/Russian (3-way cluster),משיח,Messiah (en) / мессия (ru),transliteration,"transliteration (both foreign forms are phonetic renderings of משיח, not independently calculated)",358,"Hebrew side computed & reproducible (משיח ragil=358, confirmed live)","YES — this exact 3-language cluster ALREADY EXISTS as two separate language_bridge nodes (משיח↔Messiah id 6c53dbe7, משיח↔мессия id a62cc410), cross-confirming this post's summary claim",no,via the two language_bridge sibling rows and their edges,"post 5017, שמעון חיימוב; language_bridge source=curated (Zuriel)",high — cross-confirmed across an independent structured mechanism,low,Best example in the corpus of a genuine 3-language cluster (he/en/ru) represented consistently in both unstructured post content AND the structured language_bridge layer — strong Gold Set candidate.
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §D-S-T-R phonetic cluster,שמעון חיימוב,"הערה: זהו רמז אותיות וצליל — לא שוויון גימטרי. שמעון מצא ששורש אחד, ס·ט·ד·ר, חוזר בשלוש שפות ובכמה משמעויות: משה רבנו «כבד פה וכבד לשון» = מגמגם ; באנגלית STUTTER (לגמגם) ; מדבר ↔ DESERT (מקום שומם) ; קינוח = DESSERT ; וברוסית РАДОСТЬ (רָדוֹסְט) = שמחה ; ואפילו Saturday (סטרדי, יום שבת). מן הגמגום — אל השמחה: «כי בשמחה תצאו».",Hebrew (Torah phrase) + English,כבד פה וכבד לשון (משה רבנו) → מגמגם,STUTTER (English),phonetic_relation,"cross-language sound-root pattern (D/S-T-R family), no numeric method — EXPLICITLY self-labeled by the author as 'not a gematria equality'",,"explicitly NOT a gematria/numeric claim, by the source's own words",no matching language_bridge row (mechanism does not currently hold phonetic-only clusters),no,none found,"post 5017, explicitly attributed to שמעון חיימוב's own observation, with an explicit author disclaimer distinguishing it from gematria","interpretive/pattern-level, self-disclosed as such","medium — cross-language phonetic resemblance is subjective, but the author's own FACT/INTERPRETATION discipline here (explicit disclaimer) is exemplary and should be the model for how such claims are recorded","This D-S-T-R cluster in post 5017 and the S-T-R cluster in post 5018 are RELATED but not identical root observations by the same researcher (שמעון חיימוב) — both explicitly non-numeric, both currently unstructured (post text only)."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §D-S-T-R phonetic cluster,שמעון חיימוב,"הערה: זהו רמז אותיות וצליל — לא שוויון גימטרי. שמעון מצא ששורש אחד, ס·ט·ד·ר, חוזר בשלוש שפות ובכמה משמעויות: משה רבנו «כבד פה וכבד לשון» = מגמגם ; באנגלית STUTTER (לגמגם) ; מדבר ↔ DESERT (מקום שומם) ; קינוח = DESSERT ; וברוסית РАДОСТЬ (רָדוֹסְט) = שמחה ; ואפילו Saturday (סטרדי, יום שבת). מן הגמגום — אל השמחה: «כי בשמחה תצאו».",Hebrew + English,מדבר,DESERT (English),phonetic_relation,"cross-language sound-root pattern (D/S-T-R family), no numeric method — EXPLICITLY self-labeled by the author as 'not a gematria equality'",,"explicitly NOT a gematria/numeric claim, by the source's own words",no matching language_bridge row (mechanism does not currently hold phonetic-only clusters),no,none found,"post 5017, explicitly attributed to שמעון חיימוב's own observation, with an explicit author disclaimer distinguishing it from gematria","interpretive/pattern-level, self-disclosed as such","medium — cross-language phonetic resemblance is subjective, but the author's own FACT/INTERPRETATION discipline here (explicit disclaimer) is exemplary and should be the model for how such claims are recorded","This D-S-T-R cluster in post 5017 and the S-T-R cluster in post 5018 are RELATED but not identical root observations by the same researcher (שמעון חיימוב) — both explicitly non-numeric, both currently unstructured (post text only)."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §D-S-T-R phonetic cluster,שמעון חיימוב,"הערה: זהו רמז אותיות וצליל — לא שוויון גימטרי. שמעון מצא ששורש אחד, ס·ט·ד·ר, חוזר בשלוש שפות ובכמה משמעויות: משה רבנו «כבד פה וכבד לשון» = מגמגם ; באנגלית STUTTER (לגמגם) ; מדבר ↔ DESERT (מקום שומם) ; קינוח = DESSERT ; וברוסית РАДОСТЬ (רָדוֹסְט) = שמחה ; ואפילו Saturday (סטרדי, יום שבת). מן הגמגום — אל השמחה: «כי בשמחה תצאו».",Hebrew + English,קינוח,DESSERT (English),phonetic_relation,"cross-language sound-root pattern (D/S-T-R family), no numeric method — EXPLICITLY self-labeled by the author as 'not a gematria equality'",,"explicitly NOT a gematria/numeric claim, by the source's own words",no matching language_bridge row (mechanism does not currently hold phonetic-only clusters),no,none found,"post 5017, explicitly attributed to שמעון חיימוב's own observation, with an explicit author disclaimer distinguishing it from gematria","interpretive/pattern-level, self-disclosed as such","medium — cross-language phonetic resemblance is subjective, but the author's own FACT/INTERPRETATION discipline here (explicit disclaimer) is exemplary and should be the model for how such claims are recorded","This D-S-T-R cluster in post 5017 and the S-T-R cluster in post 5018 are RELATED but not identical root observations by the same researcher (שמעון חיימוב) — both explicitly non-numeric, both currently unstructured (post text only)."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §D-S-T-R phonetic cluster,שמעון חיימוב,"הערה: זהו רמז אותיות וצליל — לא שוויון גימטרי. שמעון מצא ששורש אחד, ס·ט·ד·ר, חוזר בשלוש שפות ובכמה משמעויות: משה רבנו «כבד פה וכבד לשון» = מגמגם ; באנגלית STUTTER (לגמגם) ; מדבר ↔ DESERT (מקום שומם) ; קינוח = DESSERT ; וברוסית РАДОСТЬ (רָדוֹסְט) = שמחה ; ואפילו Saturday (סטרדי, יום שבת). מן הגמגום — אל השמחה: «כי בשמחה תצאו».",Hebrew + Russian/Cyrillic,שמחה,"РАДОСТЬ / radost (Russian, joy)",phonetic_relation,"cross-language sound-root pattern (D/S-T-R family), no numeric method — EXPLICITLY self-labeled by the author as 'not a gematria equality'",,"explicitly NOT a gematria/numeric claim, by the source's own words",no matching language_bridge row (mechanism does not currently hold phonetic-only clusters),no,none found,"post 5017, explicitly attributed to שמעון חיימוב's own observation, with an explicit author disclaimer distinguishing it from gematria","interpretive/pattern-level, self-disclosed as such","medium — cross-language phonetic resemblance is subjective, but the author's own FACT/INTERPRETATION discipline here (explicit disclaimer) is exemplary and should be the model for how such claims are recorded","This D-S-T-R cluster in post 5017 and the S-T-R cluster in post 5018 are RELATED but not identical root observations by the same researcher (שמעון חיימוב) — both explicitly non-numeric, both currently unstructured (post text only)."
posts,5017,הזהב של שמעון חיימוב — כשהאנגלית מגלה את הסוד — §D-S-T-R phonetic cluster,שמעון חיימוב,"הערה: זהו רמז אותיות וצליל — לא שוויון גימטרי. שמעון מצא ששורש אחד, ס·ט·ד·ר, חוזר בשלוש שפות ובכמה משמעויות: משה רבנו «כבד פה וכבד לשון» = מגמגם ; באנגלית STUTTER (לגמגם) ; מדבר ↔ DESERT (מקום שומם) ; קינוח = DESSERT ; וברוסית РАДОСТЬ (רָדוֹסְט) = שמחה ; ואפילו Saturday (סטרדי, יום שבת). מן הגמגום — אל השמחה: «כי בשמחה תצאו».",Hebrew + English,שבת,Saturday (English),phonetic_relation,"cross-language sound-root pattern (D/S-T-R family), no numeric method — EXPLICITLY self-labeled by the author as 'not a gematria equality'",,"explicitly NOT a gematria/numeric claim, by the source's own words",no matching language_bridge row (mechanism does not currently hold phonetic-only clusters),no,none found,"post 5017, explicitly attributed to שמעון חיימוב's own observation, with an explicit author disclaimer distinguishing it from gematria","interpretive/pattern-level, self-disclosed as such","medium — cross-language phonetic resemblance is subjective, but the author's own FACT/INTERPRETATION discipline here (explicit disclaimer) is exemplary and should be the model for how such claims are recorded","This D-S-T-R cluster in post 5017 and the S-T-R cluster in post 5018 are RELATED but not identical root observations by the same researcher (שמעון חיימוב) — both explicitly non-numeric, both currently unstructured (post text only)."
